NUMBER     CUSTOMER	  TIME	     PRODUCT
20  403	5	bordeaux
7  403	6	ice_crea
8  404	0	baguette
14  404	1	sardines
17  404	2	apples
16  404	3	peppers
12  404	4	avocado
11  404	5	heineken
2  404	6	corned_b
2  405	0	corned_b
16  405	1	peppers
6  405	2	bourbon
10  405	3	cracker
19  405	4	chicken
11  405	5	heineken
17  405	6	apples
8  406	0	baguette
1  406	1	hering
12  406	2	avocado
13  406	3	artichok
11  406	4	heineken
18  406	5	steak
17  406	6	apples
9  407	0	soda
3  407	1	olives
6  407	2	bourbon
10  407	3	cracker
11  407	4	heineken
18  407	5	steak
13  407	6	artichok
8  408	0	baguette
1  408	1	hering
12  408	2	avocado
13  408	3	artichok
11  408	4	heineken
18  408	5	steak
5  408	6	turkey
2  409	0	corned_b
16  409	1	peppers
6  409	2	bourbon
10  409	3	cracker
19  409	4	chicken
7  409	5	ice_crea
17  409	6	apples
8  410	0	baguette
14  410	1	sardines
17  410	2	apples
16  410	3	peppers
12  410	4	avocado
1  410	5	hering
10  410	6	cracker
8  411	0	baguette
9  411	1	soda
1  411	2	hering
10  411	3	cracker
11  411	4	heineken
18  411	5	steak
18  411	6	steak
8  412	0	baguette
1  412	1	hering
12  412	2	avocado
13  412	3	artichok
11  412	4	heineken
15  412	5	coke
5  412	6	turkey
8  413	0	baguette
1  413	1	hering
12  413	2	avocado
13  413	3	artichok
11  413	4	heineken
9  413	5	soda
3  413	6	olives
2  414	0	corned_b
16  414	1	peppers
6  414	2	bourbon
10  414	3	cracker
19  414	4	chicken
17  414	5	apples
18  414	6	steak
1  415	0	hering
2  415	1	corned_b
3  415	2	olives
4  415	3	ham
5  415	4	turkey
18  415	5	steak
14  415	6	sardines
12  416	0	avocado
10  416	1	cracker
13  416	2	artichok
11  416	3	heineken
4  416	4	ham
3  416	5	olives
7  416	6	ice_crea
1  417	0	hering
2  417	1	corned_b
3  417	2	olives
4  417	3	ham
5  417	4	turkey
10  417	5	cracker
12  417	6	avocado
3  418	0	olives
6  418	1	bourbon
15  418	2	coke
5  418	3	turkey
7  418	4	ice_crea
1  418	5	hering
11  418	6	heineken
1  419	0	hering
2  419	1	corned_b
17  419	2	apples
3  419	3	olives
18  419	4	steak
6  419	5	bourbon
19  419	6	chicken
8  420	0	baguette
9  420	1	soda
1  420	2	hering
10  420	3	cracker
11  420	4	heineken
17  420	5	apples
15  420	6	coke
14  421	0	sardines
11  421	1	heineken
19  421	2	chicken
15  421	3	coke
7  421	4	ice_crea
8  421	5	baguette
5  421	6	turkey
2  422	0	corned_b
16  422	1	peppers
6  422	2	bourbon
10  422	3	cracker
19  422	4	chicken
11  422	5	heineken
13  422	6	artichok
8  423	0	baguette
9  423	1	soda
1  423	2	hering
10  423	3	cracker
11  423	4	heineken
17  423	5	apples
14  423	6	sardines
1  424	0	hering
2  424	1	corned_b
3  424	2	olives
4  424	3	ham
5  424	4	turkey
13  424	5	artichok
12  424	6	avocado
14  425	0	sardines
11  425	1	heineken
19  425	2	chicken
15  425	3	coke
7  425	4	ice_crea
20  425	5	bordeaux
1  425	6	hering
8  426	0	baguette
14  426	1	sardines
17  426	2	apples
16  426	3	peppers
12  426	4	avocado
9  426	5	soda
7  426	6	ice_crea
8  427	0	baguette
9  427	1	soda
1  427	2	hering
10  427	3	cracker
11  427	4	heineken
13  427	5	artichok
17  427	6	apples
12  428	0	avocado
10  428	1	cracker
13  428	2	artichok
11  428	3	heineken
4  428	4	ham
1  428	5	hering
5  428	6	turkey
1  429	0	hering
2  429	1	corned_b
17  429	2	apples
3  429	3	olives
18  429	4	steak
19  429	5	chicken
9  429	6	soda
12  430	0	avocado
10  430	1	cracker
13  430	2	artichok
11  430	3	heineken
4  430	4	ham
15  430	5	coke
9  430	6	soda
1  431	0	hering
2  431	1	corned_b
3  431	2	olives
4  431	3	ham
5  431	4	turkey
12  431	5	avocado
9  431	6	soda
9  432	0	soda
3  432	1	olives
6  432	2	bourbon
10  432	3	cracker
11  432	4	heineken
19  432	5	chicken
17  432	6	apples
8  433	0	baguette
1  433	1	hering
12  433	2	avocado
13  433	3	artichok
11  433	4	heineken
14  433	5	sardines
16  433	6	peppers
14  434	0	sardines
11  434	1	heineken
19  434	2	chicken
15  434	3	coke
7  434	4	ice_crea
10  434	5	cracker
8  434	6	baguette
14  435	0	sardines
11  435	1	heineken
19  435	2	chicken
15  435	3	coke
7  435	4	ice_crea
2  435	5	corned_b
6  435	6	bourbon
3  436	0	olives
6  436	1	bourbon
15  436	2	coke
5  436	3	turkey
7  436	4	ice_crea
16  436	5	peppers
17  436	6	apples
12  437	0	avocado
10  437	1	cracker
13  437	2	artichok
11  437	3	heineken
4  437	4	ham
7  437	5	ice_crea
6  437	6	bourbon
8  438	0	baguette
9  438	1	soda
1  438	2	hering
10  438	3	cracker
11  438	4	heineken
12  438	5	avocado
16  438	6	peppers
14  439	0	sardines
11  439	1	heineken
19  439	2	chicken
15  439	3	coke
7  439	4	ice_crea
16  439	5	peppers
16  439	6	peppers
12  440	0	avocado
10  440	1	cracker
13  440	2	artichok
11  440	3	heineken
4  440	4	ham
2  440	5	corned_b
19  440	6	chicken
2  441	0	corned_b
16  441	1	peppers
6  441	2	bourbon
10  441	3	cracker
19  441	4	chicken
8  441	5	baguette
18  441	6	steak
8  442	0	baguette
9  442	1	soda
1  442	2	hering
10  442	3	cracker
11  442	4	heineken
6  442	5	bourbon
16  442	6	peppers
8  443	0	baguette
1  443	1	hering
12  443	2	avocado
13  443	3	artichok
11  443	4	heineken
5  443	5	turkey
17  443	6	apples
3  444	0	olives
6  444	1	bourbon
15  444	2	coke
5  444	3	turkey
7  444	4	ice_crea
18  444	5	steak
19  444	6	chicken
8  445	0	baguette
1  445	1	hering
12  445	2	avocado
13  445	3	artichok
11  445	4	heineken
4  445	5	ham
6  445	6	bourbon
8  446	0	baguette
9  446	1	soda
1  446	2	hering
10  446	3	cracker
11  446	4	heineken
4  446	5	ham
17  446	6	apples
12  447	0	avocado
10  447	1	cracker
13  447	2	artichok
11  447	3	heineken
4  447	4	ham
20  447	5	bordeaux
9  447	6	soda
1  448	0	hering
2  448	1	corned_b
17  448	2	apples
3  448	3	olives
18  448	4	steak
9  448	5	soda
15  448	6	coke
8  449	0	baguette
9  449	1	soda
1  449	2	hering
10  449	3	cracker
11  449	4	heineken
12  449	5	avocado
6  449	6	bourbon
14  450	0	sardines
11  450	1	heineken
19  450	2	chicken
15  450	3	coke
7  450	4	ice_crea
13  450	5	artichok
8  450	6	baguette
9  451	0	soda
3  451	1	olives
6  451	2	bourbon
10  451	3	cracker
11  451	4	heineken
2  451	5	corned_b
13  451	6	artichok
8  452	0	baguette
9  452	1	soda
1  452	2	hering
10  452	3	cracker
11  452	4	heineken
2  452	5	corned_b
3  452	6	olives
12  453	0	avocado
10  453	1	cracker
13  453	2	artichok
11  453	3	heineken
4  453	4	ham
15  453	5	coke
7  453	6	ice_crea
3  454	0	olives
6  454	1	bourbon
15  454	2	coke
5  454	3	turkey
7  454	4	ice_crea
20  454	5	bordeaux
17  454	6	apples
14  455	0	sardines
11  455	1	heineken
19  455	2	chicken
15  455	3	coke
7  455	4	ice_crea
4  455	5	ham
16  455	6	peppers
8  456	0	baguette
1  456	1	hering
12  456	2	avocado
13  456	3	artichok
11  456	4	heineken
14  456	5	sardines
17  456	6	apples
12  457	0	avocado
10  457	1	cracker
13  457	2	artichok
11  457	3	heineken
4  457	4	ham
18  457	5	steak
18  457	6	steak
14  458	0	sardines
11  458	1	heineken
19  458	2	chicken
15  458	3	coke
7  458	4	ice_crea
5  458	5	turkey
6  458	6	bourbon
3  459	0	olives
6  459	1	bourbon
15  459	2	coke
5  459	3	turkey
7  459	4	ice_crea
13  459	5	artichok
11  459	6	heineken
9  460	0	soda
3  460	1	olives
6  460	2	bourbon
10  460	3	cracker
11  460	4	heineken
19  460	5	chicken
8  460	6	baguette
14  461	0	sardines
11  461	1	heineken
19  461	2	chicken
15  461	3	coke
7  461	4	ice_crea
17  461	5	apples
10  461	6	cracker
8  462	0	baguette
14  462	1	sardines
17  462	2	apples
16  462	3	peppers
12  462	4	avocado
11  462	5	heineken
2  462	6	corned_b
8  463	0	baguette
9  463	1	soda
1  463	2	hering
10  463	3	cracker
11  463	4	heineken
4  463	5	ham
14  463	6	sardines
8  464	0	baguette
14  464	1	sardines
17  464	2	apples
16  464	3	peppers
12  464	4	avocado
1  464	5	hering
9  464	6	soda
12  465	0	avocado
10  465	1	cracker
13  465	2	artichok
11  465	3	heineken
4  465	4	ham
5  465	5	turkey
7  465	6	ice_crea
2  466	0	corned_b
16  466	1	peppers
6  466	2	bourbon
10  466	3	cracker
19  466	4	chicken
9  466	5	soda
4  466	6	ham
3  467	0	olives
6  467	1	bourbon
15  467	2	coke
5  467	3	turkey
7  467	4	ice_crea
10  467	5	cracker
8  467	6	baguette
8  468	0	baguette
9  468	1	soda
1  468	2	hering
10  468	3	cracker
11  468	4	heineken
2  468	5	corned_b
7  468	6	ice_crea
2  469	0	corned_b
16  469	1	peppers
6  469	2	bourbon
10  469	3	cracker
19  469	4	chicken
13  469	5	artichok
13  469	6	artichok
8  470	0	baguette
9  470	1	soda
1  470	2	hering
10  470	3	cracker
11  470	4	heineken
2  470	5	corned_b
4  470	6	ham
9  471	0	soda
3  471	1	olives
6  471	2	bourbon
10  471	3	cracker
11  471	4	heineken
7  471	5	ice_crea
5  471	6	turkey
8  472	0	baguette
14  472	1	sardines
17  472	2	apples
16  472	3	peppers
12  472	4	avocado
2  472	5	corned_b
3  472	6	olives
9  473	0	soda
3  473	1	olives
6  473	2	bourbon
10  473	3	cracker
11  473	4	heineken
13  473	5	artichok
4  473	6	ham
1  474	0	hering
2  474	1	corned_b
17  474	2	apples
3  474	3	olives
18  474	4	steak
16  474	5	peppers
6  474	6	bourbon
9  475	0	soda
3  475	1	olives
6  475	2	bourbon
10  475	3	cracker
11  475	4	heineken
16  475	5	peppers
13  475	6	artichok
1  476	0	hering
2  476	1	corned_b
3  476	2	olives
4  476	3	ham
5  476	4	turkey
20  476	5	bordeaux
8  476	6	baguette
12  477	0	avocado
10  477	1	cracker
13  477	2	artichok
11  477	3	heineken
4  477	4	ham
14  477	5	sardines
7  477	6	ice_crea
8  478	0	baguette
9  478	1	soda
1  478	2	hering
10  478	3	cracker
11  478	4	heineken
18  478	5	steak
18  478	6	steak
12  479	0	avocado
10  479	1	cracker
13  479	2	artichok
11  479	3	heineken
4  479	4	ham
1  479	5	hering
16  479	6	peppers
3  480	0	olives
6  480	1	bourbon
15  480	2	coke
5  480	3	turkey
7  480	4	ice_crea
19  480	5	chicken
19  480	6	chicken
1  481	0	hering
2  481	1	corned_b
17  481	2	apples
3  481	3	olives
18  481	4	steak
19  481	5	chicken
7  481	6	ice_crea
1  482	0	hering
2  482	1	corned_b
3  482	2	olives
4  482	3	ham
5  482	4	turkey
12  482	5	avocado
17  482	6	apples
8  483	0	baguette
9  483	1	soda
1  483	2	hering
10  483	3	cracker
11  483	4	heineken
18  483	5	steak
4  483	6	ham
1  484	0	hering
2  484	1	corned_b
3  484	2	olives
4  484	3	ham
5  484	4	turkey
15  484	5	coke
7  484	6	ice_crea
8  485	0	baguette
14  485	1	sardines
17  485	2	apples
16  485	3	peppers
12  485	4	avocado
6  485	5	bourbon
10  485	6	cracker
8  486	0	baguette
9  486	1	soda
1  486	2	hering
10  486	3	cracker
11  486	4	heineken
18  486	5	steak
12  486	6	avocado
1  487	0	hering
2  487	1	corned_b
17  487	2	apples
3  487	3	olives
18  487	4	steak
19  487	5	chicken
5  487	6	turkey
8  488	0	baguette
9  488	1	soda
1  488	2	hering
10  488	3	cracker
11  488	4	heineken
2  488	5	corned_b
5  488	6	turkey
14  489	0	sardines
11  489	1	heineken
19  489	2	chicken
15  489	3	coke
7  489	4	ice_crea
4  489	5	ham
2  489	6	corned_b
1  490	0	hering
2  490	1	corned_b
3  490	2	olives
4  490	3	ham
5  490	4	turkey
20  490	5	bordeaux
16  490	6	peppers
2  491	0	corned_b
16  491	1	peppers
6  491	2	bourbon
10  491	3	cracker
19  491	4	chicken
7  491	5	ice_crea
1  491	6	hering
1  492	0	hering
2  492	1	corned_b
17  492	2	apples
3  492	3	olives
18  492	4	steak
12  492	5	avocado
16  492	6	peppers
1  493	0	hering
2  493	1	corned_b
17  493	2	apples
3  493	3	olives
18  493	4	steak
13  493	5	artichok
7  493	6	ice_crea
14  494	0	sardines
11  494	1	heineken
19  494	2	chicken
15  494	3	coke
7  494	4	ice_crea
3  494	5	olives
6  494	6	bourbon
12  495	0	avocado
10  495	1	cracker
13  495	2	artichok
11  495	3	heineken
4  495	4	ham
6  495	5	bourbon
9  495	6	soda
2  496	0	corned_b
16  496	1	peppers
6  496	2	bourbon
10  496	3	cracker
19  496	4	chicken
3  496	5	olives
13  496	6	artichok
8  497	0	baguette
1  497	1	hering
12  497	2	avocado
13  497	3	artichok
11  497	4	heineken
3  497	5	olives
17  497	6	apples
14  498	0	sardines
11  498	1	heineken
19  498	2	chicken
15  498	3	coke
7  498	4	ice_crea
12  498	5	avocado
16  498	6	peppers
1  499	0	hering
2  499	1	corned_b
3  499	2	olives
4  499	3	ham
5  499	4	turkey
18  499	5	steak
17  499	6	apples
14  500	0	sardines
11  500	1	heineken
19  500	2	chicken
15  500	3	coke
7  500	4	ice_crea
1  500	5	hering
1  500	6	hering
14  501	0	sardines
11  501	1	heineken
19  501	2	chicken
15  501	3	coke
7  501	4	ice_crea
17  501	5	apples
2  501	6	corned_b
1  502	0	hering
2  502	1	corned_b
17  502	2	apples
3  502	3	olives
18  502	4	steak
5  502	5	turkey
7  502	6	ice_crea
8  503	0	baguette
1  503	1	hering
12  503	2	avocado
13  503	3	artichok
11  503	4	heineken
17  503	5	apples
16  503	6	peppers
14  504	0	sardines
11  504	1	heineken
19  504	2	chicken
15  504	3	coke
7  504	4	ice_crea
8  504	5	baguette
1  504	6	hering
9  505	0	soda
3  505	1	olives
6  505	2	bourbon
10  505	3	cracker
11  505	4	heineken
19  505	5	chicken
7  505	6	ice_crea
8  506	0	baguette
14  506	1	sardines
17  506	2	apples
16  506	3	peppers
12  506	4	avocado
5  506	5	turkey
4  506	6	ham
8  507	0	baguette
9  507	1	soda
1  507	2	hering
10  507	3	cracker
11  507	4	heineken
13  507	5	artichok
5  507	6	turkey
8  508	0	baguette
1  508	1	hering
12  508	2	avocado
13  508	3	artichok
11  508	4	heineken
10  508	5	cracker
19  508	6	chicken
12  509	0	avocado
10  509	1	cracker
13  509	2	artichok
11  509	3	heineken
4  509	4	ham
7  509	5	ice_crea
2  509	6	corned_b
3  510	0	olives
6  510	1	bourbon
15  510	2	coke
5  510	3	turkey
7  510	4	ice_crea
11  510	5	heineken
18  510	6	steak
8  511	0	baguette
14  511	1	sardines
17  511	2	apples
16  511	3	peppers
12  511	4	avocado
18  511	5	steak
11  511	6	heineken
12  512	0	avocado
10  512	1	cracker
13  512	2	artichok
11  512	3	heineken
4  512	4	ham
15  512	5	coke
17  512	6	apples
2  513	0	corned_b
16  513	1	peppers
6  513	2	bourbon
10  513	3	cracker
19  513	4	chicken
11  513	5	heineken
12  513	6	avocado
9  514	0	soda
3  514	1	olives
6  514	2	bourbon
10  514	3	cracker
11  514	4	heineken
1  514	5	hering
18  514	6	steak
3  515	0	olives
6  515	1	bourbon
15  515	2	coke
5  515	3	turkey
7  515	4	ice_crea
8  515	5	baguette
19  515	6	chicken
8  516	0	baguette
9  516	1	soda
1  516	2	hering
10  516	3	cracker
11  516	4	heineken
14  516	5	sardines
3  516	6	olives
3  517	0	olives
6  517	1	bourbon
15  517	2	coke
5  517	3	turkey
7  517	4	ice_crea
1  517	5	hering
11  517	6	heineken
9  518	0	soda
3  518	1	olives
6  518	2	bourbon
10  518	3	cracker
11  518	4	heineken
16  518	5	peppers
4  518	6	ham
2  519	0	corned_b
16  519	1	peppers
6  519	2	bourbon
10  519	3	cracker
19  519	4	chicken
9  519	5	soda
14  519	6	sardines
14  520	0	sardines
11  520	1	heineken
19  520	2	chicken
15  520	3	coke
7  520	4	ice_crea
9  520	5	soda
8  520	6	baguette
2  521	0	corned_b
16  521	1	peppers
6  521	2	bourbon
10  521	3	cracker
19  521	4	chicken
13  521	5	artichok
15  521	6	coke
14  522	0	sardines
11  522	1	heineken
19  522	2	chicken
15  522	3	coke
7  522	4	ice_crea
13  522	5	artichok
6  522	6	bourbon
3  523	0	olives
6  523	1	bourbon
15  523	2	coke
5  523	3	turkey
7  523	4	ice_crea
12  523	5	avocado
14  523	6	sardines
8  524	0	baguette
14  524	1	sardines
17  524	2	apples
16  524	3	peppers
12  524	4	avocado
10  524	5	cracker
10  524	6	cracker
12  525	0	avocado
10  525	1	cracker
13  525	2	artichok
11  525	3	heineken
4  525	4	ham
16  525	5	peppers
15  525	6	coke
1  526	0	hering
2  526	1	corned_b
17  526	2	apples
3  526	3	olives
18  526	4	steak
20  526	5	bordeaux
12  526	6	avocado
8  527	0	baguette
1  527	1	hering
12  527	2	avocado
13  527	3	artichok
11  527	4	heineken
16  527	5	peppers
4  527	6	ham
8  528	0	baguette
14  528	1	sardines
17  528	2	apples
16  528	3	peppers
12  528	4	avocado
11  528	5	heineken
4  528	6	ham
8  529	0	baguette
1  529	1	hering
12  529	2	avocado
13  529	3	artichok
11  529	4	heineken
6  529	5	bourbon
19  529	6	chicken
8  530	0	baguette
9  530	1	soda
1  530	2	hering
10  530	3	cracker
11  530	4	heineken
14  530	5	sardines
13  530	6	artichok
14  531	0	sardines
11  531	1	heineken
19  531	2	chicken
15  531	3	coke
7  531	4	ice_crea
13  531	5	artichok
5  531	6	turkey
2  532	0	corned_b
16  532	1	peppers
6  532	2	bourbon
10  532	3	cracker
19  532	4	chicken
1  532	5	hering
13  532	6	artichok
9  533	0	soda
3  533	1	olives
6  533	2	bourbon
10  533	3	cracker
11  533	4	heineken
7  533	5	ice_crea
7  533	6	ice_crea
8  534	0	baguette
14  534	1	sardines
17  534	2	apples
16  534	3	peppers
12  534	4	avocado
2  534	5	corned_b
10  534	6	cracker
3  535	0	olives
6  535	1	bourbon
15  535	2	coke
5  535	3	turkey
7  535	4	ice_crea
13  535	5	artichok
10  535	6	cracker
12  536	0	avocado
10  536	1	cracker
13  536	2	artichok
11  536	3	heineken
4  536	4	ham
16  536	5	peppers
18  536	6	steak
1  537	0	hering
2  537	1	corned_b
3  537	2	olives
4  537	3	ham
5  537	4	turkey
6  537	5	bourbon
14  537	6	sardines
12  538	0	avocado
10  538	1	cracker
13  538	2	artichok
11  538	3	heineken
4  538	4	ham
16  538	5	peppers
7  538	6	ice_crea
3  539	0	olives
6  539	1	bourbon
15  539	2	coke
5  539	3	turkey
7  539	4	ice_crea
18  539	5	steak
4  539	6	ham
8  540	0	baguette
1  540	1	hering
12  540	2	avocado
13  540	3	artichok
11  540	4	heineken
15  540	5	coke
7  540	6	ice_crea
9  541	0	soda
3  541	1	olives
6  541	2	bourbon
10  541	3	cracker
11  541	4	heineken
5  541	5	turkey
1  541	6	hering
1  542	0	hering
2  542	1	corned_b
17  542	2	apples
3  542	3	olives
18  542	4	steak
4  542	5	ham
8  542	6	baguette
1  543	0	hering
2  543	1	corned_b
3  543	2	olives
4  543	3	ham
5  543	4	turkey
11  543	5	heineken
9  543	6	soda
1  544	0	hering
2  544	1	corned_b
3  544	2	olives
4  544	3	ham
5  544	4	turkey
16  544	5	peppers
8  544	6	baguette
1  545	0	hering
2  545	1	corned_b
3  545	2	olives
4  545	3	ham
5  545	4	turkey
15  545	5	coke
6  545	6	bourbon
1  546	0	hering
2  546	1	corned_b
17  546	2	apples
3  546	3	olives
18  546	4	steak
14  546	5	sardines
5  546	6	turkey
9  547	0	soda
3  547	1	olives
6  547	2	bourbon
10  547	3	cracker
11  547	4	heineken
17  547	5	apples
13  547	6	artichok
1  548	0	hering
2  548	1	corned_b
3  548	2	olives
4  548	3	ham
5  548	4	turkey
11  548	5	heineken
10  548	6	cracker
12  549	0	avocado
10  549	1	cracker
13  549	2	artichok
11  549	3	heineken
4  549	4	ham
3  549	5	olives
15  549	6	coke
1  550	0	hering
2  550	1	corned_b
17  550	2	apples
3  550	3	olives
18  550	4	steak
9  550	5	soda
15  550	6	coke
8  551	0	baguette
1  551	1	hering
12  551	2	avocado
13  551	3	artichok
11  551	4	heineken
4  551	5	ham
7  551	6	ice_crea
8  552	0	baguette
1  552	1	hering
12  552	2	avocado
13  552	3	artichok
11  552	4	heineken
7  552	5	ice_crea
18  552	6	steak
8  553	0	baguette
9  553	1	soda
1  553	2	hering
10  553	3	cracker
11  553	4	heineken
16  553	5	peppers
15  553	6	coke
2  554	0	corned_b
16  554	1	peppers
6  554	2	bourbon
10  554	3	cracker
19  554	4	chicken
11  554	5	heineken
14  554	6	sardines
14  555	0	sardines
11  555	1	heineken
19  555	2	chicken
15  555	3	coke
7  555	4	ice_crea
3  555	5	olives
4  555	6	ham
1  556	0	hering
2  556	1	corned_b
17  556	2	apples
3  556	3	olives
18  556	4	steak
12  556	5	avocado
4  556	6	ham
1  557	0	hering
2  557	1	corned_b
17  557	2	apples
3  557	3	olives
18  557	4	steak
20  557	5	bordeaux
13  557	6	artichok
1  558	0	hering
2  558	1	corned_b
3  558	2	olives
4  558	3	ham
5  558	4	turkey
6  558	5	bourbon
10  558	6	cracker
8  559	0	baguette
9  559	1	soda
1  559	2	hering
10  559	3	cracker
11  559	4	heineken
14  559	5	sardines
12  559	6	avocado
14  560	0	sardines
11  560	1	heineken
19  560	2	chicken
15  560	3	coke
7  560	4	ice_crea
20  560	5	bordeaux
18  560	6	steak
12  561	0	avocado
10  561	1	cracker
13  561	2	artichok
11  561	3	heineken
4  561	4	ham
20  561	5	bordeaux
7  561	6	ice_crea
14  562	0	sardines
11  562	1	heineken
19  562	2	chicken
15  562	3	coke
7  562	4	ice_crea
9  562	5	soda
4  562	6	ham
1  563	0	hering
2  563	1	corned_b
3  563	2	olives
4  563	3	ham
5  563	4	turkey
8  563	5	baguette
13  563	6	artichok
8  564	0	baguette
1  564	1	hering
12  564	2	avocado
13  564	3	artichok
11  564	4	heineken
16  564	5	peppers
16  564	6	peppers
8  565	0	baguette
14  565	1	sardines
17  565	2	apples
16  565	3	peppers
12  565	4	avocado
2  565	5	corned_b
3  565	6	olives
8  566	0	baguette
14  566	1	sardines
17  566	2	apples
16  566	3	peppers
12  566	4	avocado
9  566	5	soda
3  566	6	olives
8  567	0	baguette
9  567	1	soda
1  567	2	hering
10  567	3	cracker
11  567	4	heineken
19  567	5	chicken
3  567	6	olives
8  568	0	baguette
9  568	1	soda
1  568	2	hering
10  568	3	cracker
11  568	4	heineken
6  568	5	bourbon
14  568	6	sardines
14  569	0	sardines
11  569	1	heineken
19  569	2	chicken
15  569	3	coke
7  569	4	ice_crea
6  569	5	bourbon
9  569	6	soda
8  570	0	baguette
9  570	1	soda
1  570	2	hering
10  570	3	cracker
11  570	4	heineken
3  570	5	olives
12  570	6	avocado
14  571	0	sardines
11  571	1	heineken
19  571	2	chicken
15  571	3	coke
7  571	4	ice_crea
12  571	5	avocado
3  571	6	olives
12  572	0	avocado
10  572	1	cracker
13  572	2	artichok
11  572	3	heineken
4  572	4	ham
6  572	5	bourbon
7  572	6	ice_crea
8  573	0	baguette
9  573	1	soda
1  573	2	hering
10  573	3	cracker
11  573	4	heineken
19  573	5	chicken
18  573	6	steak
1  574	0	hering
2  574	1	corned_b
3  574	2	olives
4  574	3	ham
5  574	4	turkey
13  574	5	artichok
18  574	6	steak
8  575	0	baguette
9  575	1	soda
1  575	2	hering
10  575	3	cracker
11  575	4	heineken
17  575	5	apples
18  575	6	steak
8  576	0	baguette
14  576	1	sardines
17  576	2	apples
16  576	3	peppers
12  576	4	avocado
5  576	5	turkey
2  576	6	corned_b
3  577	0	olives
6  577	1	bourbon
15  577	2	coke
5  577	3	turkey
7  577	4	ice_crea
20  577	5	bordeaux
2  577	6	corned_b
14  578	0	sardines
11  578	1	heineken
19  578	2	chicken
15  578	3	coke
7  578	4	ice_crea
13  578	5	artichok
18  578	6	steak
9  579	0	soda
3  579	1	olives
6  579	2	bourbon
10  579	3	cracker
11  579	4	heineken
20  579	5	bordeaux
19  579	6	chicken
2  580	0	corned_b
16  580	1	peppers
6  580	2	bourbon
10  580	3	cracker
19  580	4	chicken
15  580	5	coke
9  580	6	soda
1  581	0	hering
2  581	1	corned_b
3  581	2	olives
4  581	3	ham
5  581	4	turkey
9  581	5	soda
10  581	6	cracker
1  582	0	hering
2  582	1	corned_b
17  582	2	apples
3  582	3	olives
18  582	4	steak
8  582	5	baguette
16  582	6	peppers
8  583	0	baguette
14  583	1	sardines
17  583	2	apples
16  583	3	peppers
12  583	4	avocado
1  583	5	hering
7  583	6	ice_crea
2  584	0	corned_b
16  584	1	peppers
6  584	2	bourbon
10  584	3	cracker
19  584	4	chicken
20  584	5	bordeaux
7  584	6	ice_crea
2  585	0	corned_b
16  585	1	peppers
6  585	2	bourbon
10  585	3	cracker
19  585	4	chicken
18  585	5	steak
8  585	6	baguette
2  586	0	corned_b
16  586	1	peppers
6  586	2	bourbon
10  586	3	cracker
19  586	4	chicken
8  586	5	baguette
4  586	6	ham
8  587	0	baguette
14  587	1	sardines
17  587	2	apples
16  587	3	peppers
12  587	4	avocado
13  587	5	artichok
10  587	6	cracker
2  588	0	corned_b
16  588	1	peppers
6  588	2	bourbon
10  588	3	cracker
19  588	4	chicken
17  588	5	apples
8  588	6	baguette
8  589	0	baguette
14  589	1	sardines
17  589	2	apples
16  589	3	peppers
12  589	4	avocado
6  589	5	bourbon
6  589	6	bourbon
1  590	0	hering
2  590	1	corned_b
3  590	2	olives
4  590	3	ham
5  590	4	turkey
6  590	5	bourbon
16  590	6	peppers
3  591	0	olives
6  591	1	bourbon
15  591	2	coke
5  591	3	turkey
7  591	4	ice_crea
16  591	5	peppers
9  591	6	soda
1  592	0	hering
2  592	1	corned_b
17  592	2	apples
3  592	3	olives
18  592	4	steak
6  592	5	bourbon
12  592	6	avocado
12  593	0	avocado
10  593	1	cracker
13  593	2	artichok
11  593	3	heineken
4  593	4	ham
5  593	5	turkey
1  593	6	hering
2  594	0	corned_b
16  594	1	peppers
6  594	2	bourbon
10  594	3	cracker
19  594	4	chicken
4  594	5	ham
18  594	6	steak
14  595	0	sardines
11  595	1	heineken
19  595	2	chicken
15  595	3	coke
7  595	4	ice_crea
10  595	5	cracker
8  595	6	baguette
14  596	0	sardines
11  596	1	heineken
19  596	2	chicken
15  596	3	coke
7  596	4	ice_crea
3  596	5	olives
16  596	6	peppers
8  597	0	baguette
9  597	1	soda
1  597	2	hering
10  597	3	cracker
11  597	4	heineken
13  597	5	artichok
16  597	6	peppers
8  598	0	baguette
14  598	1	sardines
17  598	2	apples
16  598	3	peppers
12  598	4	avocado
18  598	5	steak
3  598	6	olives
8  599	0	baguette
9  599	1	soda
1  599	2	hering
10  599	3	cracker
11  599	4	heineken
19  599	5	chicken
19  599	6	chicken
9  600	0	soda
3  600	1	olives
6  600	2	bourbon
10  600	3	cracker
11  600	4	heineken
18  600	5	steak
1  600	6	hering
3  601	0	olives
6  601	1	bourbon
15  601	2	coke
5  601	3	turkey
7  601	4	ice_crea
2  601	5	corned_b
17  601	6	apples
1  602	0	hering
2  602	1	corned_b
17  602	2	apples
3  602	3	olives
18  602	4	steak
13  602	5	artichok
14  602	6	sardines
3  603	0	olives
6  603	1	bourbon
15  603	2	coke
5  603	3	turkey
7  603	4	ice_crea
4  603	5	ham
17  603	6	apples
2  604	0	corned_b
16  604	1	peppers
6  604	2	bourbon
10  604	3	cracker
19  604	4	chicken
8  604	5	baguette
18  604	6	steak
14  605	0	sardines
11  605	1	heineken
19  605	2	chicken
15  605	3	coke
